web-scraper-order,web-scraper-start-url,menu,menu-href,product,product-href,name,brandname,description,logo-src,offer-detail
"1594278815-158","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Ho Ho Go Experience Limited40% OFFKaifong Special: The Hidden Treasures of Central and Sheung Wan (aka Let's Go Shopping)","https://www.holidayhk.com/en-hk/tours/tours018/","","Kaifong Special: The Hidden Treasures of Central and Sheung Wan (aka Let's Go Shopping)","","",""
"1594278898-315","https://www.holidayhk.com/en-hk/","Attractions
                    Attractions","https://www.holidayhk.com/en-hk/attractions/","KKDayOver 30% Discount on The Peak - Explorer Pass","https://www.holidayhk.com/en-hk/attractions/attraction0014/","","Over 30% Discount on The Peak - Explorer Pass","","",""
"1594278832-200","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Grand Holiday (International) LimitedLau Shui Heung Reservoir, Farm Visiting & Noodles Culture Centre 1-Day Tour","https://www.holidayhk.com/en-hk/tours/tours006/","","","","/media/offer/GrandHoliday_EN_Tour_Offer_1_logo.png",""
"1594278834-205","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Walk Hong KongWildlife Nightwalk - Tai Po Kau","https://www.holidayhk.com/en-hk/tours/tours005/","","","","/media/offer/WalkHongKong_EN_Tour_Offer_2_logo.png",""
"1594278858-244","https://www.holidayhk.com/en-hk/","Dining
                    Dining","https://www.holidayhk.com/en-hk/food-and-drink/","Jardin de JadeAround 34% discount on Hello Hong Kong Holiday@Home Menu (for 4 persons)Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0049/","","Around 34% discount on Hello Hong Kong Holiday@Home Menu (for 4 persons)","","",""
"1594278815-161","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Ho Ho Go Experience Limited40% OFFKaifong Special: The Hidden Treasures of Central and Sheung Wan (aka Let's Go Shopping)","https://www.holidayhk.com/en-hk/tours/tours018/","","","","","• Offer is valid from now until 30 September 2020
• Hong Kong residents are eligible to this offer
• Travel Date: Every Saturday and Sunday
• Tour discounted price is HK$230 per person
• Buy one at original price HK$380 get one free
• All Ho Ho Go Kaifong Special tours require minimal number of participants.  If the participants join this tour due to their selected tours do not meet minimal number of participants, a further 5% discount will be offered.
• For enquiries, please contact at Phone: 3583 1184 or Email: info@hohogo.com.hk"
"1594278909-333","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","The Upper House#WellnessOnTheRoad","https://www.holidayhk.com/en-hk/staycation/staycation0091/","The Upper House","","","",""
"1594278901-319","https://www.holidayhk.com/en-hk/","Attractions
                    Attractions","https://www.holidayhk.com/en-hk/attractions/","Monopoly Dreams Hong Kong16% Discount on Admission, Monopoly Dreams Special Edition & Monopoly Tutorial","https://www.holidayhk.com/en-hk/attractions/attraction0025/","Monopoly Dreams Hong Kong","","","",""
"1594278907-330","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","Hong Kong Ocean Park Marriott HotelHome Kong – Ocean Park Amazing Moment Room Package","https://www.holidayhk.com/en-hk/staycation/staycation0077/","","","HK$1,000 dining voucher at Hotel and Ocean Park's restaurants. Breakfast Buffet and Ocean Park Admission Ticket for 2 Adults and 1 Child","",""
"1594278865-258","https://www.holidayhk.com/en-hk/","Dining
                    Dining","https://www.holidayhk.com/en-hk/food-and-drink/","McCaféPromotion price of HK$15 for Latte (S)Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1161/","","","","/media/offer/Dine_1161_logo.png",""
"1594278852-236","https://www.holidayhk.com/en-hk/","Dining
                    Dining","https://www.holidayhk.com/en-hk/food-and-drink/","LHGroup & Kabushikigaisha LimitedHK$50 cash coupon upon dine-in purchase at every HK$200","https://www.holidayhk.com/en-hk/food-and-drink/food1006/","LHGroup & Kabushikigaisha Limited","","","",""
"1594278919-361","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","Hotel ICONAbove & Beyond Club Getaway","https://www.holidayhk.com/en-hk/staycation/staycation0106/","","","","/media/offer/HotelIcon_HK_Hotel_Offer_1_logo.png",""
"1594278882-283","https://www.holidayhk.com/en-hk/","Shopping
                    Shopping","https://www.holidayhk.com/en-hk/shops/","ZWILLINGSUPER OFFERSpecial price of HK$229 for ZWILLING TWIN® Point Silver Santoku Knife Set","https://www.holidayhk.com/en-hk/shops/shop1021/","","Special price of HK$229 for ZWILLING TWIN® Point Silver Santoku Knife Set","","",""
"1594278840-217","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","KKDayTung Lung Island Zip Line Experience in Hong Kong","https://www.holidayhk.com/en-hk/tours/tours016/","KKDay","","","",""
"1594278817-164","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Hong Thai Travel Services LimitedYuen Long Tai Tong Organic EcoPark Tour","https://www.holidayhk.com/en-hk/tours/tours014/","","","• Visit Tai Lam Chung Reservoir (Thousand Islands)
• Enjoy 3-hour BBQ at Tai Tong Organic EcoPark","",""
"1594278826-184","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Walk Hong KongWildlife Nightwalk - Lung Fu Shan","https://www.holidayhk.com/en-hk/tours/tours004/","","","• Nightwalk along Pik Shan Path - Lung Fu Shan
• Discover Hong Kong's forest wildlife at night with expert","",""
"1594278894-306","https://www.holidayhk.com/en-hk/","Attractions
                    Attractions","https://www.holidayhk.com/en-hk/attractions/","Dukling50% OFF50% Discount on Dukling Sailing Night Tour","https://www.holidayhk.com/en-hk/attractions/attraction0018/","","50% Discount on Dukling Sailing Night Tour","","",""
"1594278865-256","https://www.holidayhk.com/en-hk/","Dining
                    Dining","https://www.holidayhk.com/en-hk/food-and-drink/","McCaféPromotion price of HK$15 for Latte (S)Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1161/","","Promotion price of HK$15 for Latte (S)","","",""
"1594278819-167","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Ferry Nostalgia Travel LimitedTung Lung Island Travel Voucher","https://www.holidayhk.com/en-hk/tours/tours007/","Ferry Nostalgia Travel Limited","","","",""
"1594278838-216","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Watertours of Hong Kong LimitedBUY 1 GET 1 FREEHarbour Cruise Tour (Nighttime)","https://www.holidayhk.com/en-hk/tours/tours010/","","","","","• Offer is valid from 15 June to 30 September 2020
• Hong Kong residents are eligible to this offer
• Discounted Price: HK$80 (buy-1-get-1-free)
• For enquiries, please contact watertours@wingontravel.com or +852 2926 3868"
"1594278858-243","https://www.holidayhk.com/en-hk/","Dining
                    Dining","https://www.holidayhk.com/en-hk/food-and-drink/","Jardin de JadeAround 34% discount on Hello Hong Kong Holiday@Home Menu (for 4 persons)Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0049/","Jardin de Jade","","","",""
"1594278842-226","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Hong Kong Food Tours Limited25% OFFSham Shui Po Foodie Tour","https://www.holidayhk.com/en-hk/tours/tours008/","","","","","• Offer is valid from 15 June to 30 September 2020
• Hong Kong residents are eligible to this offer
• 25% discount on Sham Shui Po Foodie Tour
• Other Benefits:
    - Upgrade from join-in tour to private tour starting from HK$2,999 with a minimum of 4 participants. Email tickets@hongkongfoodietours.com to book a private tour
•  For enquiries, please contact tickets@hongkongfoodietours.com or +852 2850 5006."
"1594278819-168","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Ferry Nostalgia Travel LimitedTung Lung Island Travel Voucher","https://www.holidayhk.com/en-hk/tours/tours007/","","Tung Lung Island Travel Voucher","","",""
"1594278840-219","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","KKDayTung Lung Island Zip Line Experience in Hong Kong","https://www.holidayhk.com/en-hk/tours/tours016/","","","Return to the primordial nature and zip through the jungle like a man in the wild. Embark on a special adventure combining beautiful nature and extreme sports. Get outfitted in top quality gears and embrace this once-in-a-lifetime adventure under the lead of professional guides","",""
"1594278882-284","https://www.holidayhk.com/en-hk/","Shopping
                    Shopping","https://www.holidayhk.com/en-hk/shops/","ZWILLINGSUPER OFFERSpecial price of HK$229 for ZWILLING TWIN® Point Silver Santoku Knife Set","https://www.holidayhk.com/en-hk/shops/shop1021/","","","Original price: HK$749","",""
"1594278844-227","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Ho Ho Go Experience Limited40% OFFKaifong Special: Cultural Playground (aka Bloggers Playground)","https://www.holidayhk.com/en-hk/tours/tours012/","Ho Ho Go Experience Limited","","","",""
"1594278911-339","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","Lan Kwai Fong Hotel @ Kau U FongWELLNESSFitness Retreat - With Personal Training","https://www.holidayhk.com/en-hk/staycation/staycation0031/","","Fitness Retreat - With Personal Training","","",""
"1594278844-229","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Ho Ho Go Experience Limited40% OFFKaifong Special: Cultural Playground (aka Bloggers Playground)","https://www.holidayhk.com/en-hk/tours/tours012/","","","• Discover the unknown side of Yau Ma Tei
• Follow the footsteps of the indigenous cultural fans to explore the movie library at Broadway Circuit, Chinese bridal gown shop or kitchen utensil shops at Shanghai Street
• Experience the unique cultural life in the bustling city
• Complimentary instant photo to mark the good memories","",""
"1594278821-175","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Watertours of Hong Kong LimitedBUY 1 GET 1 FREEHarbour Cruise Tour (Daytime)","https://www.holidayhk.com/en-hk/tours/tours009/","","","","/media/offer/Watertours_EN_Tour_Offer_1_logo.png",""
"1594278911-341","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","Lan Kwai Fong Hotel @ Kau U FongWELLNESSFitness Retreat - With Personal Training","https://www.holidayhk.com/en-hk/staycation/staycation0031/","","","","/media/offer/LKFHotel_HK_Hotel_Offer_1_logo.PNG",""
"1594278842-225","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Hong Kong Food Tours Limited25% OFFSham Shui Po Foodie Tour","https://www.holidayhk.com/en-hk/tours/tours008/","","","","/media/offer/HKFoodie_EN_Tour_Offer_1_logo.png",""
"1594278917-356","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","Hong Kong Disneyland ResortLantau Explorer Package HK$2,088","https://www.holidayhk.com/en-hk/staycation/staycation0154/","","","","/media/offer/LaDA_HK_Hotel_Offer_1_logo.png",""
"1594278830-192","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Eco Travel LimitedEcoJet．Hexagonal Geopark Tour","https://www.holidayhk.com/en-hk/tours/tours001/","Eco Travel Limited","","","",""
"1594278817-166","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Hong Thai Travel Services LimitedYuen Long Tai Tong Organic EcoPark Tour","https://www.holidayhk.com/en-hk/tours/tours014/","","","","","• Offer is valid from 15 June to 30 September 2020
• Hong Kong residents are eligible to this offer
• This offer is valid for online booking only
• Advanced online booking is required
• HK$30 discount for child joining with 1 paying adult (available for online booking only)
• Travel Date: Every Wednesday, Saturday, Sunday and Public Holiday
• This tour will be conducted in Cantonese
• For enquiries, please contact +852 2108 8888 or +852 6588 2541 (WhatsApp)"
"1594278886-286","https://www.holidayhk.com/en-hk/","Attractions
                    Attractions","https://www.holidayhk.com/en-hk/attractions/","Ocean Park Hong KongAdult ticket at HK$350. Kid & elderly go Free.","https://www.holidayhk.com/en-hk/attractions/attraction0021/","Ocean Park Hong Kong","","","",""
"1594278907-332","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","Hong Kong Ocean Park Marriott HotelHome Kong – Ocean Park Amazing Moment Room Package","https://www.holidayhk.com/en-hk/staycation/staycation0077/","","","","","• Offer is valid from now until 30 September 2020
• Hong Kong residents are eligible for this offer
• Offer includes:
- One night accommodation in Deluxe Room 
- Buffet Breakfast for 2 Adults and 1 Child (Age 3 - 11)
- Dining voucher of HK$1,000 applicable to designated restaurants at Hong Kong Ocean Park Marriott Hotel and Ocean Park 
- Ocean Park admission ticket for 2 Adults and 1 Child
- Check in time : 3pm; Check out time : 11am
•  For enquiries, please contact mhrs.hkgop.reservation.office@marriott-service.com or +852 3008 8908"
"1594278830-193","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Eco Travel LimitedEcoJet．Hexagonal Geopark Tour","https://www.holidayhk.com/en-hk/tours/tours001/","","EcoJet．Hexagonal Geopark Tour","","",""
"1594278915-350","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","The Kowloon HotelDouble Value Package - pay one price to get room & same value of F&B credit up to HK$1,800","https://www.holidayhk.com/en-hk/staycation/staycation0047/","","","Plan a relaxing getaway and receive dining cash credit during your stay! Double value, double happiness!​

Superior Room 
Room Rate: HK$900 | F&B Cash Credit: HK$900
Side Harbour View Room 
Room Rate: HK$1,100 F&B Cash Credit: HK$1,100
Executive Side Harbour View Suite 
Room Rate: HK$1,600 F&B Cash Credit: HK$1,600","",""
"1594278882-285","https://www.holidayhk.com/en-hk/","Shopping
                    Shopping","https://www.holidayhk.com/en-hk/shops/","ZWILLINGSUPER OFFERSpecial price of HK$229 for ZWILLING TWIN® Point Silver Santoku Knife Set","https://www.holidayhk.com/en-hk/shops/shop1021/","","","","/media/offer/EN_Shop_1021_logo.png",""
"1594278901-322","https://www.holidayhk.com/en-hk/","Attractions
                    Attractions","https://www.holidayhk.com/en-hk/attractions/","Monopoly Dreams Hong Kong16% Discount on Admission, Monopoly Dreams Special Edition & Monopoly Tutorial","https://www.holidayhk.com/en-hk/attractions/attraction0025/","","","","","• Offer is valid from 15 June to 31 July 2020
•  Hong Kong residents are eligible to this offer 
•  Package inlcudes 1 Monopoly Dreams admission ticket, 1 Monopoly Dreams Hong Kong Special Edition (Travel Set) and 1 Monopoly Tutorial admission
•  For enquiries, please contact Monopoly Dreams at +852 5632 9329"
"1594278892-300","https://www.holidayhk.com/en-hk/","Attractions
                    Attractions","https://www.holidayhk.com/en-hk/attractions/","Ngong Ping 36050% OFF50% Disount on Weekday Round Trip Cable Car Ticket","https://www.holidayhk.com/en-hk/attractions/attraction0016/","Ngong Ping 360","","","",""
"1594278830-196","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Eco Travel LimitedEcoJet．Hexagonal Geopark Tour","https://www.holidayhk.com/en-hk/tours/tours001/","","","","","• Offer is valid from 15 June to 30 September 2020
• Hong Kong residents are eligible to this offer
• 5% discount on EcoJet．Hexagonal Geopark Tour
• Departure Date: 
    - Every Sunday: 10:30-12:30 / 14:00-16:00 
• Fees included: 
    -  Guiding service of Geopark Guides / Certified EcoGuide
    - Life jacket on board
    - HK$100,000 accident insurance and HK$1,000 medical insurance
•  Cantonese-speaking guide service throughout the tour
•  For enquiries, please contact enquiry@ecotravel.hk or +852 3105 0767"
"1594278828-189","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Jebsen Holidays LimitedYuen Long Pineapple Farm Tour - Hong Kong Residents Privilege","https://www.holidayhk.com/en-hk/tours/tours003/","","","• Explore the local organic farm in Yuen Long and feed the alpacas 
• Treasure Hunt at Lau Fau Shan and Ping Shan to explore the history and culture of Yuen Long
• Visit Lau Fau Shan to learn the process of dried oyster proudction
• Hand sanitizer would be provided in the coach","",""
"1594278880-281","https://www.holidayhk.com/en-hk/","Shopping
                    Shopping","https://www.holidayhk.com/en-hk/shops/","Conte de cookieCASH REBATEEnjoy HK$100 cash rebate upon spending HK$400 or more on any regular-priced item in single transactionQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1114/","","","","/media/offer/Shop_1114_logo.jpg",""
"1594278913-346","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","The Langham Hong KongLIMITED OFFERLangham Staycation Room Package","https://www.holidayhk.com/en-hk/staycation/staycation0187/","","","","/media/offer/TheLangham_HK_Hotel_Offer_1_logo.png",""
"1594278880-280","https://www.holidayhk.com/en-hk/","Shopping
                    Shopping","https://www.holidayhk.com/en-hk/shops/","Conte de cookieCASH REBATEEnjoy HK$100 cash rebate upon spending HK$400 or more on any regular-priced item in single transactionQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1114/","","Enjoy HK$100 cash rebate upon spending HK$400 or more on any regular-priced item in single transaction","","",""
"1594278821-172","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Watertours of Hong Kong LimitedBUY 1 GET 1 FREEHarbour Cruise Tour (Daytime)","https://www.holidayhk.com/en-hk/tours/tours009/","Watertours of Hong Kong Limited","","","",""
"1594278913-344","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","The Langham Hong KongLIMITED OFFERLangham Staycation Room Package","https://www.holidayhk.com/en-hk/staycation/staycation0187/","","Langham Staycation Room Package","","",""
"1594278896-313","https://www.holidayhk.com/en-hk/","Attractions
                    Attractions","https://www.holidayhk.com/en-hk/attractions/","sky100 Hong Kong Observation DeckCafé 100 Twilight Dinner Package at HK$399 (19% Discount)","https://www.holidayhk.com/en-hk/attractions/attraction0004/","","","","","•  Offer is valid from 15 June to 30 September 2020
•  Hong Kong residents are eligible for this offer
•  For enquiries, please contact sky100 Hong Kong Observation Deck at info@sky100.com.hk or +852 2613 3888"
"1594278907-328","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","Hong Kong Ocean Park Marriott HotelHome Kong – Ocean Park Amazing Moment Room Package","https://www.holidayhk.com/en-hk/staycation/staycation0077/","Hong Kong Ocean Park Marriott Hotel","","","",""
"1594278865-255","https://www.holidayhk.com/en-hk/","Dining
                    Dining","https://www.holidayhk.com/en-hk/food-and-drink/","McCaféPromotion price of HK$15 for Latte (S)Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1161/","McCafé","","","",""
"1594278836-207","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Walk in Hong Kong LtdIsland Architecture Walk","https://www.holidayhk.com/en-hk/tours/tours011/","Walk in Hong Kong Ltd","","","",""
"1594278826-183","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Walk Hong KongWildlife Nightwalk - Lung Fu Shan","https://www.holidayhk.com/en-hk/tours/tours004/","","Wildlife Nightwalk - Lung Fu Shan","","",""
"1594278817-163","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Hong Thai Travel Services LimitedYuen Long Tai Tong Organic EcoPark Tour","https://www.holidayhk.com/en-hk/tours/tours014/","","Yuen Long Tai Tong Organic EcoPark Tour","","",""
"1594278888-294","https://www.holidayhk.com/en-hk/","Attractions
                    Attractions","https://www.holidayhk.com/en-hk/attractions/","Hong Kong Maritime MuseumBUY 1 GET 1 FREEBuy One, Get One Free on Admission Ticket","https://www.holidayhk.com/en-hk/attractions/attraction0017/","","","","","•  Offer is valid from 15 June to 30 September 2020
•  	Hong Kong residents are eligible for this offer
•  For enquiries, please contact by email info@hkmaritimemuseum.org or phone at +852 3713 2500"
"1594278819-171","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Ferry Nostalgia Travel LimitedTung Lung Island Travel Voucher","https://www.holidayhk.com/en-hk/tours/tours007/","","","","","• Offer is valid from 15 June to 30 September 2020
• Hong Kong residents are eligible to this offer
• 10% discount on Tung Lung Island Travel Voucher
• Other Benefits:
    - Upgrade from join-in tour to private tour at HK$515 per person with a minimum of 4 guests. Participants can take the Sam Ka Tsuen to Sai Wan Ho round-trip route free of charge on the day.
    - 'Friends Referral' or 'Repeating Guests' joining the tours within 30 days from previous tour can take Sai Wan Ho to Sam Ka Tsuen ferry route for free on the day
    - 'Friends Referral' or 'Repeating Guests' joining Boat House within 30 days can enjoy 70% discount (original price: HK$3,500/per night, 4 rooms, maximum 10 persons)
•  For enquiries, please contact info@coralseaferryservice.com.hk or +852 2368 8885"
"1594278836-210","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Walk in Hong Kong LtdIsland Architecture Walk","https://www.holidayhk.com/en-hk/tours/tours011/","","","","/media/offer/WalkinHK_EN_Tour_Offer_1_logo.png",""
"1594278815-159","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Ho Ho Go Experience Limited40% OFFKaifong Special: The Hidden Treasures of Central and Sheung Wan (aka Let's Go Shopping)","https://www.holidayhk.com/en-hk/tours/tours018/","","","• Treasure hunt at mom-and-pop stores and traditional roadside groceries stores
• Hear stories about Dr Sun Yat-sen along the historical trail
• Wander through renovated heritage buildings to discover the city’s art and culture
• Visit special stores featuring antiques, curios, homewares, niche parfume","",""
"1594278886-290","https://www.holidayhk.com/en-hk/","Attractions
                    Attractions","https://www.holidayhk.com/en-hk/attractions/","Ocean Park Hong KongAdult ticket at HK$350. Kid & elderly go Free.","https://www.holidayhk.com/en-hk/attractions/attraction0021/","","","","","• Offer is valid from 15 June to 31 July 2020
• Hong Kong residents are eligible for this offer
• Hong Kong residents can purchase adult admission ticket at special price of HK$350 and enjoy in-park designated F&B and retail cash vouchers for a total value of HK$350
• Hong Kong residents aged 3-11 can redeem complimentary on-day child tickets and “Buy HK$50 Get HK$50 Free” skill game coupon (1pcs)
• Hong Kong residents aged 65 or above can redeem complimentary on-day tickets, enjoy 30% off for designated in-park spending, one-time priority access to Cable Car and “Buy HK$50 Get HK$50 Free” skill game coupon (1pcs)
• For enquiries, please contact +852 3923 2323"
"1594278844-231","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Ho Ho Go Experience Limited40% OFFKaifong Special: Cultural Playground (aka Bloggers Playground)","https://www.holidayhk.com/en-hk/tours/tours012/","","","","","• Offer is valid from 15 June to 30 September 2020
• Hong Kong residents are eligible to this offer
• Travel Date: Every Saturday and Sunday
• Tour discounted price is HK$230 per person
• Buy one at original price HK$380 get one free
• All Ho Ho Go Kaifong Special tours require minimal number of participants.  If the participants join this tour due to their selected tours do not meet minimal number of participants, a further 5% discount will be offered.
• For enquiries, please contact info@hohogo.com.hk or +852 3583 1184"
"1594278860-250","https://www.holidayhk.com/en-hk/","Dining
                    Dining","https://www.holidayhk.com/en-hk/food-and-drink/","Ta-keBUY 1 GET 1 FREEBuy one, get one free Premium Seasonal Kaiseki MenuQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0027/","","","","/media/offer/EN_Dine_27_logo2.png",""
"1594278863-254","https://www.holidayhk.com/en-hk/","Dining
                    Dining","https://www.holidayhk.com/en-hk/food-and-drink/","Ser Wong FunBUY 1 GET 1 FREEBuy one, get one free Signature Dishes & Stew Set (for 2 persons)Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0051/","","","","/media/offer/EN_Dine_51_logo.jpg",""
